Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TL,S/TA
3283,2014,0,-0.04,0.0,0.02,0.51,0.27
2304,2015,0,0.54,0.07,0.02,1.29,0.22
1451,2015,0,0.04,0.12,0.02,0.37,0.08
3343,2012,0,0.38,-0.01,0.01,0.49,0.11
3394,2015,0,0.12,0.24,0.04,0.1,0.33
1715,2015,0,0.09,0.31,0.05,0.43,0.24
2477,2016,0,0.23,0.19,0.0,0.26,0.11
2640,2019,0,0.27,0.11,0.02,1.2,0.29
3055,2019,0,0.02,0.2,0.04,0.98,0.33
3629,2018,1,0.3,-0.01,0.04,0.05,0.18
2051,2014,0,0.25,-0.07,0.04,1.08,0.24
1358,2012,0,-0.07,0.28,0.01,0.44,0.21
306,2018,0,0.06,0.32,0.02,0.35,0.2
3972,2013,1,0.19,0.03,0.03,2.59,0.17
2154,2013,0,0.34,0.17,0.01,1.17,0.29
167,2019,0,0.27,0.16,0.05,0.16,0.09
3887,2018,1,0.22,-0.06,0.04,2.85,0.16
3428,2017,0,-0.11,0.02,0.03,0.75,0.16
1666,2015,0,0.02,-0.1,0.01,0.16,0.1
1447,2013,0,0.2,-0.05,0.0,0.13,0.2
620,2016,0,-0.01,-0.03,0.0,0.76,0.26
3230,2016,0,0.16,0.01,0.0,0.81,0.24
2210,2020,0,0.54,0.04,0.0,0.35,0.13
3969,2013,1,0.36,-0.11,0.03,1.39,0.18
3213,2013,0,0.38,-0.07,0.02,0.8,0.17
672,2014,0,0.1,0.11,0.03,1.24,0.23
2813,2018,0,-0.11,0.32,0.04,0.81,0.32
3891,2012,1,0.26,-0.09,0.04,0.57,0.15
127,2019,0,0.15,-0.1,0.0,0.87,0.33
2672,2015,0,-0.1,-0.05,0.02,1.14,0.23
2129,2013,0,-0.1,0.28,0.04,0.33,0.28
3404,2018,0,0.26,0.01,0.01,0.54,0.08
1688,2019,0,0.0,-0.11,0.02,0.46,0.11
2561,2014,0,0.34,0.22,0.02,0.62,0.34
1758,2016,0,-0.05,-0.03,0.05,0.55,0.34
1775,2019,0,0.12,0.13,0.01,1.15,0.33
1789,2014,0,0.05,0.01,0.03,0.55,0.26
478,2015,0,0.18,0.11,0.04,0.35,0.12
1989,2019,0,0.31,0.26,0.02,0.68,0.19
14,2018,0,-0.11,0.12,0.05,0.32,0.12
2961,2020,0,0.14,0.14,0.03,0.69,0.16
1878,2016,0,0.07,0.12,0.03,0.87,0.16
2578,2015,0,0.31,0.03,0.02,1.1,0.13
2127,2015,0,0.46,0.01,0.03,0.8,0.28
3962,2014,1,0.28,0.03,0.04,2.25,0.12
1067,2020,0,0.11,0.13,0.01,0.69,0.33
409,2014,0,0.22,0.06,0.01,0.97,0.25
2596,2012,0,0.45,-0.1,0.05,0.93,0.32
1111,2019,0,0.52,0.0,0.03,0.58,0.2
3675,2019,1,0.3,0.03,0.04,0.88,0.24
2932,2018,0,-0.1,-0.05,0.03,1.16,0.26
640,2014,0,0.42,0.24,0.04,0.12,0.34
1124,2020,0,0.36,-0.04,0.05,0.28,0.16
1703,2019,0,0.2,0.19,0.05,0.44,0.19
3594,2019,1,0.35,0.05,0.04,2.78,0.21
2679,2016,0,-0.11,0.07,0.01,0.9,0.32
384,2018,0,0.29,0.02,0.02,0.79,0.26
3330,2018,0,0.55,-0.08,0.01,0.13,0.18
1412,2018,0,0.32,0.01,0.0,0.58,0.3
2110,2016,0,0.19,0.15,0.01,0.62,0.09
1064,2020,0,0.11,0.32,0.01,0.59,0.12
2840,2015,0,0.49,0.03,0.0,1.28,0.19
1656,2020,0,-0.08,0.0,0.05,0.29,0.19
2214,2020,0,0.11,-0.04,0.02,0.65,0.08
1593,2015,0,0.23,0.3,0.01,0.5,0.19
3625,2013,1,0.29,-0.05,0.03,0.91,0.23
2309,2014,0,-0.02,0.12,0.03,0.97,0.14
2527,2015,0,-0.04,0.13,0.0,0.81,0.31
3433,2013,0,0.26,0.01,0.05,0.56,0.12
3565,2014,1,0.1,0.05,0.03,2.12,0.17
835,2019,0,0.12,0.27,0.02,0.94,0.3
464,2020,0,0.55,0.15,0.05,0.99,0.16
3809,2019,1,0.2,0.06,0.04,2.97,0.27
2968,2016,0,0.18,0.31,0.04,0.96,0.2
1061,2015,0,0.18,-0.06,0.02,1.15,0.18
1696,2012,0,0.41,0.24,0.02,0.24,0.2
1373,2020,0,0.03,0.07,0.05,1.15,0.33
2962,2013,0,0.35,0.31,0.05,0.82,0.17
3403,2017,0,0.21,-0.04,0.05,0.86,0.12
3777,2020,1,0.3,-0.09,0.03,1.63,0.28
105,2014,0,0.4,0.25,0.05,0.25,0.1
2319,2015,0,-0.04,0.11,0.03,0.13,0.3
2878,2012,0,0.36,0.25,0.02,1.19,0.23
572,2012,0,-0.1,0.28,0.03,1.0,0.1
3018,2014,0,0.28,0.28,0.03,0.17,0.16
1919,2013,0,0.21,0.0,0.04,0.65,0.32
240,2018,0,-0.07,0.32,0.02,0.49,0.09
2484,2018,0,-0.05,0.11,0.05,0.21,0.16
1990,2020,0,0.12,0.24,0.0,1.02,0.13
414,2015,0,0.32,-0.06,0.0,0.84,0.16
692,2015,0,0.13,0.26,0.04,0.85,0.21
1578,2017,0,-0.02,-0.08,0.03,0.49,0.16
1629,2014,0,0.02,0.31,0.03,0.41,0.12
2557,2017,0,0.19,-0.07,0.04,0.31,0.24
3443,2012,0,-0.03,0.19,0.02,0.08,0.32
1643,2019,0,0.24,0.23,0.0,0.92,0.22
2470,2019,0,0.5,0.0,0.04,0.36,0.12
2255,2020,0,0.06,0.12,0.0,0.49,0.14
220,2016,0,0.45,-0.11,0.04,0.86,0.26
3781,2019,1,0.13,0.02,0.04,0.16,0.16
2411,2016,0,0.41,0.22,0.03,0.74,0.33
1982,2020,0,0.09,0.0,0.0,0.7,0.13
3791,2020,1,0.19,0.03,0.03,2.67,0.14
1887,2013,0,0.19,-0.06,0.04,0.22,0.34
1777,2014,0,0.34,-0.12,0.02,1.28,0.15
1100,2012,0,0.11,0.16,0.01,0.13,0.11
877,2015,0,-0.02,0.26,0.03,0.99,0.16
2978,2020,0,0.55,-0.11,0.02,0.76,0.18
263,2012,0,0.14,0.05,0.02,0.85,0.09
430,2017,0,0.12,0.28,0.04,0.61,0.22
1626,2019,0,-0.08,0.25,0.03,0.27,0.1
921,2015,0,0.16,0.32,0.0,0.8,0.21
521,2018,0,0.13,0.23,0.02,0.33,0.29
3228,2019,0,0.03,-0.1,0.01,0.33,0.15
2795,2014,0,0.1,0.24,0.0,0.96,0.32
849,2018,0,0.26,0.02,0.04,1.15,0.22
42,2014,0,-0.05,0.15,0.01,0.43,0.1
92,2012,0,0.17,0.15,0.03,0.53,0.15
115,2017,0,0.33,-0.01,0.04,1.28,0.33
885,2020,0,0.33,0.31,0.02,0.38,0.32
896,2013,0,0.46,0.3,0.01,0.75,0.19
3189,2014,0,0.5,0.1,0.03,0.82,0.2
3525,2017,0,0.52,0.04,0.05,1.07,0.28
879,2020,0,-0.07,0.27,0.03,0.25,0.2
1153,2016,0,-0.07,-0.01,0.01,0.31,0.23
3101,2012,0,0.48,0.06,0.03,0.79,0.12
3346,2016,0,0.05,-0.1,0.04,0.82,0.13
3524,2013,0,0.0,-0.02,0.0,1.07,0.28
1992,2019,0,0.0,-0.11,0.0,0.37,0.3
804,2018,0,0.51,0.09,0.04,0.97,0.27
328,2012,0,0.02,-0.04,0.04,1.27,0.13
3517,2017,0,0.26,0.29,0.03,0.92,0.15
2662,2019,0,0.13,-0.03,0.05,0.92,0.18
3595,2020,1,0.34,-0.06,0.03,3.18,0.12
2097,2018,0,0.16,0.23,0.0,0.19,0.19
138,2019,0,0.09,-0.11,0.02,0.15,0.3
3650,2017,1,0.15,0.03,0.04,2.88,0.16
1522,2017,0,-0.05,0.14,0.0,1.09,0.13
1613,2012,0,0.39,-0.07,0.04,0.98,0.09
2080,2019,0,0.11,-0.01,0.03,0.5,0.26
381,2015,0,0.15,-0.09,0.04,1.01,0.22
3337,2018,0,0.2,0.25,0.01,1.04,0.21
1117,2017,0,-0.04,0.26,0.03,0.98,0.26
1515,2020,0,0.42,-0.08,0.02,0.12,0.2
137,2018,0,0.42,0.06,0.0,1.16,0.17
2777,2017,0,0.22,0.23,0.03,0.92,0.08
3927,2014,1,0.08,0.05,0.03,0.22,0.25
807,2019,0,0.35,0.13,0.03,0.57,0.3
3924,2013,1,0.22,0.04,0.03,1.4,0.16
3272,2015,0,0.08,0.07,0.01,1.13,0.3
2653,2014,0,0.4,0.08,0.03,1.02,0.21
3612,2014,1,0.11,-0.01,0.04,1.82,0.15
3125,2020,0,-0.04,0.03,0.02,1.24,0.31
3786,2013,1,0.13,0.02,0.04,2.28,0.22
1430,2015,0,0.29,-0.07,0.03,0.66,0.15
2519,2016,0,0.28,0.21,0.04,1.17,0.21
1413,2019,0,-0.11,0.06,0.03,0.66,0.17
2877,2019,0,0.39,0.1,0.0,0.46,0.31
1905,2013,0,0.04,0.05,0.0,1.08,0.08
1773,2018,0,-0.03,0.08,0.01,1.0,0.11
2445,2014,0,0.42,0.28,0.04,0.96,0.27
657,2018,0,0.43,0.29,0.03,1.22,0.09
1289,2019,0,0.23,-0.05,0.0,0.1,0.19
1840,2012,0,0.34,0.04,0.01,0.73,0.28
3581,2020,1,0.36,-0.06,0.03,1.61,0.21
1314,2020,0,0.08,0.26,0.04,0.28,0.15
1397,2014,0,0.16,0.17,0.03,0.28,0.14
938,2013,0,0.08,0.05,0.04,0.91,0.26
1824,2018,0,0.0,0.07,0.05,0.36,0.15
3304,2018,0,0.05,0.14,0.02,0.63,0.24
23,2018,0,0.07,0.2,0.04,0.5,0.2
1244,2015,0,0.2,0.07,0.02,0.58,0.14
2977,2018,0,0.08,0.16,0.03,0.73,0.17
3950,2015,1,0.36,-0.05,0.03,1.34,0.17
744,2017,0,-0.04,-0.09,0.03,0.21,0.3
2772,2018,0,0.52,-0.1,0.0,0.61,0.23
547,2015,0,0.09,-0.09,0.05,0.79,0.17
2880,2019,0,0.19,0.06,0.05,0.95,0.15
89,2016,0,-0.09,0.14,0.03,1.28,0.3
2912,2016,0,0.52,-0.08,0.05,0.43,0.12
863,2017,0,0.24,-0.06,0.03,0.45,0.22
1336,2012,0,0.09,0.2,0.03,0.99,0.25
841,2020,0,-0.05,0.31,0.01,1.16,0.17
1902,2012,0,0.25,0.29,0.03,0.77,0.21
825,2014,0,0.26,-0.12,0.01,0.6,0.09
598,2013,0,0.46,0.15,0.04,0.11,0.2
2083,2017,0,0.0,0.19,0.0,0.88,0.17
2159,2017,0,0.24,0.12,0.05,1.13,0.3
3765,2018,1,0.21,-0.08,0.03,1.15,0.24
1158,2018,0,0.26,0.32,0.0,0.44,0.3
300,2016,0,0.25,0.08,0.01,0.98,0.1
976,2016,0,0.27,0.18,0.04,0.74,0.18
686,2020,0,-0.03,0.04,0.04,0.74,0.31
228,2018,0,0.17,0.14,0.05,0.49,0.08
2037,2012,0,0.48,0.05,0.0,0.71,0.15
1936,2013,0,0.53,0.2,0.05,1.07,0.24
1246,2018,0,0.12,0.03,0.02,1.25,0.29
856,2014,0,0.45,0.05,0.05,0.65,0.25
3977,2015,1,0.33,0.01,0.03,1.99,0.22
79,2013,0,-0.11,0.1,0.05,0.71,0.2
962,2019,0,0.41,-0.11,0.03,0.9,0.12
3163,2015,0,0.04,0.01,0.03,0.25,0.17
3027,2014,0,0.31,0.09,0.05,0.46,0.27
463,2015,0,-0.07,-0.07,0.03,0.39,0.26
511,2014,0,0.15,0.07,0.0,0.24,0.12
2310,2016,0,0.33,0.3,0.03,0.52,0.34
3413,2019,0,-0.08,0.13,0.02,1.15,0.3
1436,2019,0,0.35,0.01,0.02,0.34,0.08
237,2014,0,-0.01,0.11,0.0,0.84,0.31
1284,2017,0,0.36,0.16,0.01,0.74,0.13
3790,2017,1,0.33,-0.09,0.04,1.77,0.27
1726,2012,0,0.5,-0.12,0.04,0.95,0.18
367,2018,0,0.37,0.24,0.01,0.52,0.17
2496,2017,0,0.14,0.05,0.02,1.15,0.14
3589,2012,1,0.31,-0.08,0.03,2.42,0.27
3313,2017,0,0.39,0.11,0.04,0.3,0.19
3555,2020,1,0.16,0.0,0.04,3.03,0.14
822,2019,0,0.51,-0.12,0.01,0.18,0.09
3674,2020,1,0.09,-0.02,0.04,1.99,0.28
1378,2015,0,0.49,0.24,0.04,0.31,0.31
2580,2019,0,0.02,-0.11,0.02,0.94,0.11
1526,2017,0,0.41,0.17,0.01,0.44,0.18
892,2012,0,0.08,0.08,0.05,0.69,0.27
205,2016,0,-0.02,0.09,0.04,0.23,0.31
2857,2015,0,0.29,0.22,0.01,0.36,0.14
3466,2013,0,0.24,-0.09,0.0,0.7,0.32
2357,2020,0,0.25,0.14,0.03,0.82,0.26
3318,2014,0,0.53,0.1,0.0,1.29,0.11
3237,2013,0,0.3,-0.09,0.0,0.26,0.25
3243,2013,0,0.51,0.25,0.03,0.43,0.27
500,2020,0,0.12,0.32,0.0,0.94,0.18
3610,2013,1,0.08,-0.02,0.03,2.6,0.21
3463,2017,0,-0.06,0.19,0.04,0.77,0.12
2331,2016,0,0.44,0.22,0.03,0.89,0.27
1746,2015,0,0.55,-0.02,0.02,0.9,0.33
3988,2012,1,0.17,-0.06,0.04,1.23,0.16
1737,2016,0,0.34,-0.05,0.03,0.37,0.09
767,2018,0,0.4,0.15,0.0,1.16,0.31
928,2017,0,0.01,0.07,0.01,0.95,0.17
3062,2012,0,0.02,-0.05,0.01,1.03,0.33
3813,2013,1,0.18,-0.02,0.04,0.59,0.19
3038,2018,0,0.03,-0.02,0.02,0.45,0.1
74,2014,0,0.2,0.03,0.03,0.85,0.09
852,2017,0,0.39,-0.07,0.0,0.44,0.31
1723,2016,0,0.28,0.21,0.05,0.13,0.31
1464,2020,0,0.1,0.26,0.0,1.18,0.18
144,2015,0,0.43,0.08,0.05,0.16,0.22
2338,2018,0,0.05,-0.11,0.05,0.09,0.27
1892,2014,0,0.21,-0.02,0.03,0.39,0.24
387,2015,0,-0.06,0.25,0.01,0.76,0.29
2592,2016,0,0.2,0.21,0.04,1.16,0.17
1881,2013,0,0.42,0.16,0.02,0.55,0.11
2086,2014,0,-0.03,0.0,0.05,0.09,0.11
1980,2019,0,0.41,-0.1,0.05,1.16,0.31
265,2018,0,0.5,0.31,0.01,0.56,0.21
359,2016,0,-0.07,0.32,0.03,0.89,0.32
737,2017,0,0.34,0.17,0.02,0.7,0.14
396,2013,0,0.43,-0.06,0.02,0.18,0.19
2130,2014,0,-0.04,0.12,0.05,1.19,0.1
3006,2014,0,0.06,0.1,0.02,1.09,0.17
3205,2017,0,-0.02,-0.09,0.05,0.51,0.15
1709,2019,0,-0.09,-0.12,0.04,0.37,0.28
2796,2017,0,0.37,-0.04,0.05,0.74,0.26
3180,2015,0,0.07,-0.12,0.03,0.64,0.3
1520,2016,0,0.0,-0.09,0.01,0.61,0.31
1116,2015,0,0.32,-0.1,0.04,0.69,0.13
399,2012,0,-0.06,-0.1,0.01,0.69,0.34
1321,2012,0,-0.05,0.04,0.01,0.67,0.11
3393,2013,0,0.08,0.27,0.02,1.19,0.08
3590,2012,1,0.29,-0.08,0.03,2.88,0.13
2947,2019,0,0.01,0.16,0.03,1.19,0.13
3961,2019,1,0.09,0.02,0.03,2.12,0.22
2296,2012,0,0.3,-0.01,0.04,0.6,0.13
899,2017,0,0.18,0.01,0.01,1.27,0.18
227,2020,0,-0.07,0.14,0.0,0.1,0.26
1565,2017,0,0.27,-0.06,0.05,0.14,0.17
3106,2015,0,0.16,0.2,0.0,0.66,0.19
645,2016,0,0.48,0.23,0.02,0.38,0.24
2842,2016,0,0.05,0.24,0.04,0.79,0.31
1222,2020,0,0.18,-0.07,0.05,0.42,0.28
2892,2014,0,-0.06,0.21,0.04,1.2,0.32
1620,2013,0,0.23,0.26,0.03,0.3,0.12
2450,2018,0,0.45,0.11,0.02,0.74,0.26
3476,2013,0,0.52,-0.08,0.05,0.62,0.12
1356,2018,0,0.0,0.02,0.03,0.67,0.11
2780,2012,0,0.23,-0.06,0.04,0.66,0.24
1738,2013,0,0.13,0.31,0.03,0.75,0.09
3978,2018,1,0.2,0.02,0.03,1.36,0.14
2671,2018,0,0.35,0.25,0.01,0.83,0.13
637,2018,0,0.1,0.1,0.03,0.61,0.29
491,2012,0,-0.11,0.2,0.03,0.15,0.22
2597,2014,0,-0.04,0.32,0.02,0.55,0.16
1567,2017,0,0.22,-0.01,0.0,1.18,0.13
338,2012,0,0.28,0.3,0.02,0.57,0.15
798,2016,0,0.04,0.15,0.0,0.31,0.2
508,2020,0,0.06,0.27,0.05,0.8,0.33
3771,2018,1,0.21,0.0,0.03,1.42,0.24
2404,2013,0,0.42,0.26,0.01,1.06,0.29
2176,2016,0,0.12,-0.09,0.04,0.38,0.2
3417,2017,0,0.27,0.32,0.05,0.51,0.28
1998,2018,0,0.03,0.22,0.02,1.23,0.29
2723,2015,0,0.15,0.23,0.02,0.12,0.14
2009,2016,0,0.08,-0.06,0.02,0.36,0.08
3391,2016,0,0.16,-0.11,0.02,1.05,0.24
88,2018,0,0.32,0.17,0.04,1.22,0.09
3827,2012,1,0.19,-0.08,0.03,2.29,0.21
3748,2015,1,0.3,-0.08,0.04,0.33,0.19
1705,2013,0,0.38,0.23,0.01,0.77,0.12
3745,2020,1,0.35,-0.03,0.03,2.25,0.21
2094,2018,0,0.02,0.1,0.04,0.64,0.3
1470,2018,0,-0.07,0.11,0.02,1.2,0.33
2276,2013,0,0.04,-0.12,0.02,0.15,0.09
1118,2017,0,0.51,0.0,0.05,0.8,0.14
2073,2017,0,0.07,0.1,0.05,0.6,0.31
3742,2019,1,0.18,-0.1,0.04,3.13,0.19
1383,2020,0,-0.07,0.24,0.0,0.35,0.28
3630,2016,1,0.26,0.0,0.03,0.4,0.26
233,2014,0,0.11,0.31,0.03,0.48,0.23
176,2012,0,0.2,0.08,0.04,0.41,0.32
3504,2015,0,-0.09,0.02,0.04,1.03,0.09
3484,2019,0,0.33,-0.07,0.05,1.2,0.17
2200,2013,0,0.13,0.23,0.0,1.02,0.25
779,2020,0,0.33,0.08,0.03,0.4,0.27
325,2020,0,0.31,-0.08,0.05,0.85,0.34
217,2013,0,0.21,0.05,0.03,1.29,0.3
2489,2012,0,0.41,0.21,0.04,0.93,0.19
2246,2018,0,0.19,0.05,0.04,0.82,0.25
1197,2020,0,0.04,-0.03,0.01,1.14,0.18
3339,2013,0,0.46,0.22,0.03,1.07,0.16
701,2018,0,0.18,0.07,0.02,0.43,0.23
3452,2012,0,0.14,0.27,0.03,1.21,0.16
395,2016,0,0.03,0.14,0.0,0.95,0.29
1313,2014,0,0.13,0.13,0.0,0.67,0.25
3869,2015,1,0.3,-0.08,0.04,3.05,0.21
3939,2012,1,0.13,-0.1,0.03,2.88,0.22
2316,2018,0,-0.01,0.24,0.02,1.29,0.16
7,2020,0,0.47,0.03,0.02,1.15,0.13
3010,2017,0,0.43,0.18,0.05,0.11,0.33
2360,2016,0,0.42,-0.07,0.02,0.13,0.09
1994,2012,0,0.12,0.3,0.03,0.86,0.29
2936,2013,0,0.36,0.05,0.05,1.02,0.13
3176,2020,0,-0.03,-0.06,0.01,0.88,0.3
843,2015,0,0.44,0.31,0.03,0.46,0.26
2613,2012,0,0.38,0.22,0.05,1.28,0.22
2460,2018,0,0.19,0.01,0.02,0.89,0.2
2062,2020,0,0.11,0.28,0.04,0.26,0.09
2233,2013,0,0.21,-0.04,0.0,0.35,0.29
3906,2015,1,0.19,-0.08,0.03,1.89,0.15
249,2014,0,0.35,0.08,0.0,0.81,0.24
2423,2016,0,0.53,-0.09,0.05,0.92,0.29
539,2012,0,0.06,-0.11,0.0,1.28,0.1
3253,2014,0,0.42,0.06,0.02,0.68,0.19
390,2014,0,-0.09,0.28,0.04,0.56,0.24
1776,2017,0,0.04,-0.01,0.02,1.24,0.1
3767,2016,1,0.16,-0.08,0.04,0.07,0.21
36,2012,0,0.38,-0.02,0.02,0.58,0.26
1071,2012,0,0.16,-0.06,0.03,0.12,0.09
3221,2015,0,-0.08,-0.06,0.03,1.28,0.32
480,2020,0,0.42,-0.07,0.04,1.13,0.29
3829,2019,1,0.24,-0.05,0.03,1.64,0.24
1503,2016,0,0.14,0.05,0.0,0.91,0.28
553,2012,0,0.2,0.27,0.03,0.76,0.22
1951,2016,0,0.2,0.19,0.0,0.1,0.19
407,2019,0,0.23,0.16,0.04,0.82,0.15
2237,2015,0,0.31,0.14,0.05,0.71,0.26
1335,2013,0,-0.06,0.11,0.01,0.3,0.15
3257,2020,0,0.05,-0.02,0.03,0.75,0.19
3287,2017,0,0.15,0.06,0.04,0.51,0.2
1534,2018,0,0.29,0.01,0.0,0.18,0.16
3769,2017,1,0.27,-0.01,0.04,0.88,0.26
9,2019,0,0.38,0.06,0.02,1.03,0.22
1072,2018,0,-0.11,-0.1,0.04,1.03,0.28
3852,2020,1,0.2,-0.01,0.03,1.83,0.18
2612,2018,0,-0.11,-0.12,0.05,1.24,0.08
2726,2013,0,0.15,0.17,0.05,1.18,0.14
2437,2015,0,-0.05,0.32,0.05,0.94,0.28
3759,2012,1,0.27,-0.04,0.04,1.15,0.21
3415,2020,0,0.4,0.31,0.0,1.26,0.33
2611,2017,0,0.06,0.3,0.01,0.46,0.1
717,2013,0,0.45,-0.07,0.0,0.13,0.33
1546,2015,0,0.38,-0.02,0.03,0.51,0.25
560,2018,0,0.17,-0.12,0.01,0.32,0.18
1466,2017,0,0.53,-0.1,0.05,1.26,0.08
3975,2015,1,0.24,-0.05,0.04,0.94,0.16
2984,2020,0,0.06,-0.05,0.05,0.49,0.14
3142,2015,0,0.35,-0.12,0.04,0.44,0.16
2449,2019,0,0.33,-0.05,0.03,1.01,0.11
898,2014,0,0.26,0.06,0.0,0.41,0.2
342,2013,0,-0.02,0.01,0.01,0.42,0.28
2694,2019,0,0.44,-0.05,0.03,0.85,0.1
1340,2012,0,0.36,0.06,0.04,0.44,0.18
1295,2017,0,0.42,-0.1,0.02,1.21,0.25
1332,2019,0,-0.09,0.09,0.01,0.4,0.27
1041,2017,0,-0.03,-0.07,0.01,0.94,0.23
3957,2013,1,0.12,-0.08,0.04,3.06,0.28
936,2014,0,0.2,0.08,0.01,1.01,0.22
3778,2018,1,0.34,0.05,0.04,1.33,0.17
517,2014,0,0.37,0.21,0.01,0.57,0.19
1338,2020,0,0.25,0.32,0.0,0.66,0.34
2413,2020,0,0.33,0.09,0.03,1.27,0.13
1182,2016,0,0.07,-0.05,0.04,0.7,0.24
1966,2019,0,0.44,0.21,0.04,0.38,0.27
731,2012,0,0.44,-0.12,0.05,0.81,0.3
2986,2012,0,0.1,-0.02,0.0,0.36,0.17
1603,2017,0,0.29,0.27,0.04,1.0,0.31
66,2012,0,0.36,0.04,0.03,0.21,0.15
2381,2017,0,-0.06,0.3,0.04,0.76,0.1
819,2014,0,0.43,0.11,0.02,1.2,0.29
909,2016,0,0.26,-0.07,0.04,1.06,0.28
1686,2012,0,0.07,0.28,0.02,0.78,0.29
2181,2017,0,0.08,0.29,0.04,0.08,0.14
3502,2014,0,0.05,0.18,0.0,0.83,0.09
2231,2018,0,0.34,0.26,0.03,1.16,0.24
405,2017,0,-0.02,-0.09,0.0,1.13,0.25
2811,2013,0,0.49,0.26,0.03,0.79,0.32
3576,2013,1,0.32,0.03,0.03,0.33,0.17
3577,2019,1,0.15,0.03,0.03,2.91,0.21
3632,2017,1,0.26,0.06,0.03,0.71,0.23
3184,2020,0,0.45,0.24,0.0,0.11,0.24
1151,2012,0,0.11,0.16,0.02,0.68,0.23
2687,2016,0,0.11,-0.01,0.0,0.25,0.16
3490,2013,0,0.06,0.12,0.02,0.69,0.3
2175,2012,0,-0.06,-0.01,0.0,0.47,0.16
963,2013,0,0.31,0.02,0.01,0.83,0.34
3955,2017,1,0.3,-0.08,0.03,2.72,0.21
3098,2016,0,0.11,0.08,0.05,1.09,0.24
1487,2012,0,-0.07,0.09,0.0,1.24,0.12
2621,2020,0,0.35,0.05,0.01,0.97,0.11
747,2017,0,0.52,-0.08,0.03,0.36,0.08
471,2015,0,0.55,0.1,0.05,0.37,0.29
1305,2016,0,-0.08,-0.07,0.04,0.37,0.33
1474,2019,0,0.47,0.11,0.04,0.81,0.25
3482,2018,0,0.26,0.02,0.01,0.88,0.09
644,2018,0,0.01,-0.12,0.02,0.59,0.22
669,2015,0,0.08,0.32,0.03,1.22,0.17
1168,2018,0,0.44,0.13,0.02,0.6,0.13
1920,2013,0,0.27,0.03,0.04,0.61,0.2
2010,2017,0,0.24,0.02,0.0,0.61,0.2
6,2019,0,-0.11,-0.05,0.05,0.43,0.23
714,2019,0,-0.01,0.15,0.02,0.97,0.08
1232,2018,0,0.1,0.3,0.02,1.07,0.1
264,2017,0,-0.02,0.15,0.0,1.05,0.34
1808,2013,0,0.24,0.19,0.02,1.28,0.18
1879,2018,0,-0.07,0.29,0.0,0.65,0.26
1592,2012,0,0.51,-0.09,0.05,0.79,0.14
678,2018,0,0.4,0.26,0.02,1.03,0.26
2958,2015,0,0.26,0.13,0.01,0.99,0.22
1125,2014,0,0.46,0.26,0.02,0.09,0.16
3752,2015,1,0.12,0.05,0.04,2.27,0.22
2939,2017,0,0.23,0.17,0.0,1.11,0.11
650,2015,0,0.5,0.2,0.03,1.21,0.26
559,2016,0,0.02,0.28,0.03,1.25,0.29
3218,2016,0,0.46,0.05,0.02,0.2,0.24
642,2013,0,0.46,0.08,0.0,0.08,0.11
608,2015,0,0.51,0.26,0.01,0.34,0.18
2858,2015,0,0.04,-0.06,0.01,0.33,0.19
416,2020,0,0.04,-0.08,0.02,0.83,0.22
3077,2015,0,0.41,-0.04,0.05,0.85,0.09
722,2013,0,0.2,0.05,0.03,0.97,0.1
2512,2017,0,0.13,0.18,0.01,1.22,0.1
3822,2017,1,0.13,0.03,0.03,0.49,0.21
3584,2013,1,0.27,0.06,0.03,2.16,0.13
893,2020,0,0.32,0.15,0.01,0.79,0.2
595,2013,0,0.36,-0.03,0.0,0.45,0.34
3091,2020,0,0.33,0.1,0.04,1.13,0.12
3782,2019,1,0.36,-0.03,0.03,1.14,0.14
944,2015,0,0.04,0.02,0.0,0.13,0.18
1393,2019,0,0.48,0.27,0.04,0.38,0.14
865,2019,0,-0.08,-0.08,0.0,0.8,0.13
1782,2013,0,0.48,-0.09,0.05,0.46,0.12
365,2020,0,0.27,-0.02,0.01,0.47,0.19
1572,2019,0,-0.05,-0.09,0.0,0.45,0.2
1178,2017,0,0.45,-0.03,0.01,0.83,0.2
3862,2014,1,0.26,-0.1,0.04,2.09,0.25
1031,2019,0,0.08,0.29,0.03,0.74,0.11
3547,2019,0,0.07,-0.03,0.0,0.1,0.28
3693,2016,1,0.16,0.04,0.04,3.1,0.23
61,2017,0,0.28,0.22,0.05,0.63,0.17
2456,2017,0,-0.06,0.27,0.01,0.13,0.31
2980,2015,0,0.06,0.0,0.02,0.18,0.09
3126,2016,0,0.23,-0.11,0.04,0.88,0.27
1001,2016,0,-0.01,0.12,0.05,1.19,0.22
2085,2014,0,0.12,0.16,0.03,1.01,0.17
3642,2014,1,0.08,-0.05,0.04,0.79,0.21
3858,2018,1,0.15,-0.05,0.03,1.12,0.18
817,2013,0,-0.01,0.13,0.05,0.44,0.32
2446,2019,0,0.22,0.26,0.02,0.58,0.24
281,2013,0,0.45,0.12,0.0,0.86,0.13
1584,2013,0,0.38,-0.03,0.02,0.92,0.15
541,2012,0,0.29,0.22,0.05,0.74,0.09
2141,2017,0,-0.02,0.05,0.03,0.4,0.33
1932,2017,0,0.08,-0.12,0.01,0.14,0.17
3886,2018,1,0.14,-0.1,0.04,3.16,0.28
214,2017,0,0.18,0.22,0.05,1.01,0.1
